replies,retweets,favorites,text,day,time
1,3,1,ماهو حل ننحبس في بيوتنا او نهجرها ونستاجر بعيد وننقطع عن اشغالنا ومواعيدنا علشان فعاليه مسببه زحمه واغلاق مخارج ومداخل الحي    ,18/10/2019,14:11
0,0,0, 5  ,18/10/2019,14:10
0,0,0,دورولكم شقق مفروشه  ,18/10/2019,14:09
0,0,0,انا نفس الشي حطيت بلاغ في كلنا امن  ,18/10/2019,14:06
0,3,1,كيف يكون اختيارهم لمنطقه البوليفارد بين احياء سكنيه  المنطقه اصلا بالويكند لاتطاق ليش ما عملو دراسه عن المنطقه قبل مايتخذون هالخطوه الواضح انه قرار من مسؤول غير مهتم وغير مبالي و قرارات غير مدروسه للاسف افضل احياء الرياض يكون كذا وضعه     ,18/10/2019,13:54
1,0,0,اذا بخلص اشغالي العصر وتذكرت لحوج ودرباويه حي السويدي والنسيم بيجون ويسكرون بيتنا بحطين   ,18/10/2019,13:54
0,1,0,ما صار ترفيه صار ضرر وظلم ورعب و   وضرر على الدرعيه والعقيق والثغر وحتى النخيل والملقا الكل تضرر والغالبيه في هم وغم قبل شهر احتفالات اليوم الوطني هالشهر ترفيه وموسم الدرعيه يا عالم الي ساكن في هالاحياء بشر وهذه بيوتهم واماكن راحتهم وخصوصيتهم,18/10/2019,13:50
0,0,0, ,18/10/2019,13:50
5,4,3,لازم حنا سكان حطين يكون لنا موقف واضح وعاجل  الوضع بيستمر شهرين هذا اذا مافيه تمديد بالمده الوضع لايطاق  بيوتنا ترج من الاصوات والناس واقفه عند الباب انا قدمت بلاغ في كلنا امن واذا فيه شي ثاني اقدر اسويه بسويه ضروري كلنا يصير لنا موقف حازم وين المسؤول   ,18/10/2019,13:42
1,1,1,    بالامس اصدمت سياره بسور منزلي بسبب الزحام داخل الحاره وصولنا للمنزل استغرق ساعتين علما كنا نبعد عن المنزل بضع دقايق ,18/10/2019,13:36
0,0,0,الموسم ذا ان شالله يعدي بخيره وشره لكن ياليت المواسم القادمه والاحتفالات يحطونها خارج الاحياء السكنيه الرياض وش كبرها مو ناقصين زحمه هذا وباقي الملاهي بعد اللي بتفتح طريق الملك فهد الله يعينا بس  ,18/10/2019,13:35
0,2,2,لابد من وجود نقاط تجمع في الاحياء البعيده والقريبه يركبون باصات وتوديهم للفعاليه  مثل الجنادريه نقاط تجمع في الاسواق مثل المكان مول وغرناطه وتوديهم وترجعهم لنفس النقطه اولا بتخف الزحمه المروريه ثانيا مايصير فيه تكدس سيارات بالحي  ,18/10/2019,13:33
1,4,1,    سكان حي العقيق والصحافه والملقا وحطين والدرعيه لحقهم الضرر الفعاليات الكبيره نتمنى تكون خارج الاحياء لان متوقع حضور كبير واغلاق طرق  الفعاليه لو يوم يومين تتحمل الناس لاكن شهرين كثير عليهم يوجد اماكن انسب مثل بنبان المزاحميه تتسع لعدد اكبر,18/10/2019,13:32
0,0,0,ابسط الحقوق اللي نتكلم عنها النظر في معاناه اهل الحي وعدم التجاهل ونحن نطالب ب اقل الحلول فعاليه وهي استكرات ل سيارتناوهو حق من الحقوق وليس مطلب ترفيهي التجاهل يضرناكثيرا نتمنى ان جميع سكان الرياض يضعون انفسهم في مكانناويساندونا بكل محبه ولهم منا الشكر الجزيل  ,18/10/2019,13:26
0,0,0,صحيح كلامك حلو اقتراحك حطيه في الهاشتاق  ,18/10/2019,13:25
1,1,0,فيه باصات تنقل زوار الفعاليه بس من تنكدس الناس ١٠٠ الف زائر حتى الباصات ماقدرت تنقلهم والمكان مايستوعب هالعدد فصارو يوقفون سياراتهم عند بيوتنا لااحنا الي قادرين نطلع ولا ندخل  ,18/10/2019,13:20
0,0,0,  مو معقول حي سكني كذا يصير فيه واخر شي يصفون عند بيوتنا ليه وين الترتيب المسبق لموسم الرياض,18/10/2019,13:19
1,1,1,  اتمنى يشوفون حل لان الوضع جدا سيء بسبب الزحمه والازعاج,18/10/2019,13:10
1,3,5,الحلول يصير مثل موسم جده يصير ممنوع دخول السيارات والحصول على استكرات خاصه ل سيارات الحي وتسهيل خروجهم ودخولهم  ,18/10/2019,13:10
4,9,6,المفروض يكون فيه نقطه تجمع ويكون فيه باصات تودي الزوار  عشان مايلبقون عند بيوت الناس ويسببون فوضى وزحمه  ,18/10/2019,13:05
0,0,0,القرار في اختيار اماكن الترفيه المفروض ماتكون جهه معينه فقط زي وزارهالترفيه المفروض يشارك في الاختيار وزارت عده مو وسط الاحياء السكنيه  ,18/10/2019,13:05
0,0,0,طلعت من دوامي امس متاخر وتعبانه والسائق غلط وعدا مخرج طريق الامام ودخلنا طبعا في زحمه طريق الامير تركي يوم شفت الزحمه بغيت اصيح متى اطلع منها الله يعين سكان الحي  ,18/10/2019,13:04
1,2,1,        ما المانع ان تكون هذه الفعاليات في مناطق غير مؤهله بالسكان بعد طريق الملك سلمان من الشمال سيكون لكم التنظيم اسهل والمساحه اكبر واكثر امانا ,18/10/2019,13:03
0,4,3,      ليس النجاح ان تكون الفعاليات غير مسبوقه فقط بل التنظيم هو الاهم  لا يعقل ان تكون فعاليات بهذا الحجم داخل حي سكني معروف سابقا بازدحامه في الايام العاديه,18/10/2019,12:59
0,1,2,  قايلين من البدايه الرياض خلقه زحمه تزحمونها زياده بمواقع احتفالات بوسط الزحمه ليش   تكفي زحمه الرياض بارك الواحد مايقدر يدخل لبيته للاسف ارض الله واسعه طوروا اماكن خارج النطاق العمراني,18/10/2019,12:57
0,1,0,ياليت تكون مواقع الفعاليات بعيده عن الاحياء السكنيه واعتقد افضل مكان هو تقاطع تركي مع الملك سلمان مو معقول اهل الحي يتضررون العائله مو قادره توصل بيتهاغير السيارات الي موقفها امام المنازل ومقفله بوابات الدخول      ,18/10/2019,12:57
0,0,0,  من قالكم تسكنون حطين ,18/10/2019,12:56
0,0,1,  الي صار لي امس انا وامي لانها كبيره في السن وتبي ترتاح وامي نزلت تكلم الضابط ولكن مافيه اي استجابه من قبل المرور علشان نوصل لبيتنا بامان رفعت بلاغ في     الوضع لايطاق ولا فيه اي رحمه ,18/10/2019,12:54
0,1,3,  احنا اصلا كنا نعاني من دخول حارتنا بسبب زحمه رياض بارك وروبين والبوليفارد والآن زادت الزحمه مع موسم الرياض الرجاء ايجاد حل عاجل لسكان يامعالي الوزير  الشيخ,18/10/2019,12:50
0,0,1,  مو معقوله ما اقدر اوقف السياره عند البيت  ليش ما في مواقف خاصه بالفعاليه وزود على كذا قرف و وسخ وقاذروات مرميه يمين ويسار  وقبال البيت وعند باب البيت برضو ,18/10/2019,12:50
0,1,0,  وسكان الحي من وين يطلعون ويدخلون الى بيوتهم و دوار تركي الاول مع محمد بن سلمان مغلق من قبل صلاه الجمعه,18/10/2019,12:49
0,2,1,المتعارف عليه ان المهرجانات والتجمعات البشريه تكون خارج آطار الاحياء السكنيه وحي حطين بعد البوليفارد مايطاق وكان ناقص على الهم غرفه وكملوها ب موسم الرياض السؤال العبقري اللي اختار المكان مااختار الحل ل سكان الحي  ,18/10/2019,12:48
1,1,0,الله يعوض عليهم  ,18/10/2019,12:42
0,1,0,نبي حل لااهل الحي نطلع وندخل لبيوتنا سالمين من غير اي زحمه او تقفيل مداخل او مخارج الحي  وجب تحطون لنا استكرات لان الباصات ماعاد تنفع بعد الي صار امس  باصات للفعاليه وفيه كثير ماوصلو لمكان الفعاليه والسبب الزحمه  ,18/10/2019,12:41
0,0,0,  الحل الوحيد يسكنونكم في فندق لمده ستين يوم لين تنتهي الاحتفالات مع وجبه الافطار مجانا,18/10/2019,12:41
1,2,1,ربما كان من الاجدر طرح حلول عمليه من قبل سكان   كي يدرسها المسؤولون عن   لتطبيقها وهم بلا شك حريصون على انها  ,18/10/2019,12:39
0,0,0,معاناه اهل حطين لم نستطع الوصول الى منازلنا ونرى مئات السيارات امام منزلنا مقيدين تحركاتنا ماذا لو احتاجنا مستشفيات او غيره من المسئوؤل عن هذا,18/10/2019,12:35
0,0,0, ,18/10/2019,12:31
1,10,12,  وش ضرهم لو خلوها في بنبان مكان واسع وبعيد عن الاحياء السكنيه والعالم بتروح لهالموسم لو انه في الربع الخالي اختيار المكان غير مدروس للاسف ازعاج وزحام وقرف والله المستعان بس ,18/10/2019,12:28
